id,title,abstract,authors,journal_conference_name,publisher,year,doi,group_name,topic_id,probability,topic_name
6379,enforced electrical neutrality colorflavor locked phase,"We demonstrate that quark matter in the color-flavor locked phase of QCD is rigorously electrically neutral, despite the unequal quark masses, and even in the presence of an electron chemical potential. As long as the strange quark mass and the electron chemical potential do not preclude the color-flavor locked phase, quark matter is automatically neutral. No electrons are required and none are admitted.","['Krishna Rajagopal, Frank Wilczek']",Phys.Rev.Lett. 86 (2001) 3492-3495,arXiv,2000,10.1103/PhysRevLett.86.3492,hep-ph,75,1.0,"colorflavor, locked, colorflavor locked, locked quark, color"
6719,lectures dynamical yangbaxter equations,"This paper contains a systematic and elementary introduction to a new area of the theory of quantum groups -- the theory of the classical and quantum dynamical Yang-Baxter equations. It arose from a minicourse given by the first author at MIT in the Spring of 1999, when the second author extended and improved his lecture notes of this minicourse.   The quantum dynamical Yang-Baxter equation is a generalization of the ordinary quantum Yang-Baxter equation, considered in a physical context by Gervais and Neveu, and later from a mathematical viewpoint by Felder. Felder attached to every solution of this equation a quantum group, and also considered the classical analogue of the quantum dynamical Yang-Baxter equation -- the classical dynamical Yang-Baxter equation. Since then, the theory of dynamical Yang-Baxter equations and the corresponding quantum groups was systematically developed in many papers. By now, this theory has many applications, in particular to integrable systems and representation theory.   The goal of this paper is to discuss this theory and some of its applications.","['Pavel Etingof, Olivier Schiffmann']",,arXiv,1999,,math.QA,35,0.9961720497305908,"yangmills, yangmills theory, super yangmills, super, yangmills theories"
394,eliminate aggregate posthoc control mixtureofexperts address shortcut shifts natural language understanding,"Recent models for natural language understanding are inclined to exploit simple patterns in datasets, commonly known as shortcuts. These shortcuts hinge on spurious correlations between labels and latent features existing in the training data. At inference time, shortcut-dependent models are likely to generate erroneous predictions under distribution shifts, particularly when some latent features are no longer correlated with the labels. To avoid this, previous studies have trained models to eliminate the reliance on shortcuts. In this study, we explore a different direction: pessimistically aggregating the predictions of a mixture-of-experts, assuming each expert captures relatively different latent features. The experimental results demonstrate that our post-hoc control over the experts significantly enhances the model's robustness to the distribution shift in shortcuts. Besides, we show that our approach has some practical advantages. We also analyze our model and provide results to support the assumption.","['Ukyo Honda, Tatsushi Oka, Peinan Zhang, Masato Mita']","Transactions of the Association for Computational Linguistics
  (TACL), Vol 12 (2024), pages 1268-1289",arXiv,2024,10.1162/tacl_a_00701,cs.CL,1,0.6792370070099014,"language, language models, large language, models, speech"
6632,neutron starsupernova remnant associations,"The evidence for associations between neutron stars and supernova remnants is reviewed. After summarizing the situation for young radio pulsars, I consider the evidence from associations that young neutron stars can have properties very different from those of radio pulsars. This, though still controversial, shakes our simple perception of the Crab pulsar as prototypical of the young neutron star population.",['V. M. Kaspi'],,arXiv,1999,,astro-ph,14,1.0,"neutron, neutron stars, stars, neutron star, quark core"
7308,color singlet strangelets,"When considering strangelets at finite temperature it is important to obey the constraint that any observed state must be color singlet. This constraint results in an increase in strangelet masses as calculated at fixed entropy per baryon. We use the color singlet partition function for an MIT bag, derived using the group theoretical projection method, to calculate strangelet masses. Mean shell effects are included in a liquid drop model, by using a density of states obtained from the multiple reflection expansion. Another important effect of the color singlet restriction, namely many orders of magnitude suppression of thermal nucleation of quark-gluon plasma in collisions, will also briefly be described.","['Dan Mønster Jensen, Jes Madsen, Michael B. Christiansen']",,arXiv,1996,,hep-ph,75,1.0,"colorflavor, locked, colorflavor locked, locked quark, color"
2664,heavy gravitino dynamical generation righthanded neutrino mass scale gravitational waves,"The absence of supersymmetric particles at the weak scale is a puzzle if supersymmetry solves the gauge hierarchy problem. We show that, if the right-handed neutrino masses arise from hidden gaugino condensation via GUT-suppressed operators, successful thermal leptogenesis leads to the lower bound on the gravitino mass, which may explain the little hierarchy problem. If domain walls associated with the gaugino condensation are formed after inflation, they annihilate when $H \sim m_{3/2}$. We address the possibility that observable gravitational wave signals might emerge from the domain wall annihilation.","['Ryo Nagai, Fuminobu Takahashi, Norimi Yokozaki']",Phys.Lett. B784 (2018) 37-42,arXiv,2018,10.1016/j.physletb.2018.07.022,hep-ph,76,1.0,"gravitational, gravitational waves, gravitationalwave, sound, waves"
5809,semiclassical shors algorithm,"We propose a semiclassical version of Shor's quantum algorithm to factorize integer numbers, based on spin-1/2 SU(2) generalized coherent states. Surprisingly, we find evidences that the algorithm's success probability is not too severely modified by our semiclassical approximation. This suggests that it is worth pursuing practical implementations of the algorithm on semiclassical devices.","['Paolo Giorda, Alfredo Iorio, Samik Sen, Siddhartha Sen']",,arXiv,2003,10.1103/PhysRevA.70.032303,quant-ph,6,0.910016062371292,"quantum, algorithm, quantum computing, quantum computation, algorithms"
6932,selfintersection number bps junctions backgrounds three sevenbranes,"In a recent paper DeWolfe et al. have shown how to use the self-intersection number of junctions to constrain the BPS spectrum of N=2, D=4 theories with ADE flavor symmetry arising on a single D3-brane probe in a 7-brane background. Motivated by the existence of more general N=2, D=4 theories arising on the worldvolume of multiple D3-brane probes we show how to compute the self-intersection number of junctions in the presence of 7-branes and multiple D3-branes.",['Amer Iqbal'],JHEP 9910 (1999) 032,arXiv,1998,10.1088/1126-6708/1999/10/032,hep-th,-1,0.0,Other
88,bufferx towards zeroshot point cloud registration diverse scenes,"Recent advances in deep learning-based point cloud registration have improved generalization, yet most methods still require retraining or manual parameter tuning for each new environment. In this paper, we identify three key factors limiting generalization: (a) reliance on environment-specific voxel size and search radius, (b) poor out-of-domain robustness of learning-based keypoint detectors, and (c) raw coordinate usage, which exacerbates scale discrepancies. To address these issues, we present a zero-shot registration pipeline called BUFFER-X by (a) adaptively determining voxel size/search radii, (b) using farthest point sampling to bypass learned detectors, and (c) leveraging patch-wise scale normalization for consistent coordinate bounds. In particular, we present a multi-scale patch-based descriptor generation and a hierarchical inlier search across scales to improve robustness in diverse scenes. We also propose a novel generalizability benchmark using 11 datasets that cover various indoor/outdoor scenarios and sensor modalities, demonstrating that BUFFER-X achieves substantial generalization without prior information or manual parameter tuning for the test datasets. Our code is available at https://github.com/MIT-SPARK/BUFFER-X.","['Minkyun Seo, Hyungtae Lim, Kanghee Lee, Luca Carlone, Jaesik Park']",,arXiv,2025,,cs.CV,2,0.7777000208060798,"image, deep, learning, scene, neural"
3246,jwst observations stellar occultations solar system bodies rings,"In this paper we investigate the opportunities provided by the James Webb Space Telescope (JWST) for significant scientific advances in the study of solar system bodies and rings using stellar occultations. The strengths and weaknesses of the stellar occultation technique are evaluated in light of JWST's unique capabilities. We identify several possible JWST occultation events by minor bodies and rings, and evaluate their potential scientific value. These predictions depend critically on accurate a priori knowledge of the orbit of JWST near the Sun-Earth Lagrange-point 2 (L2). We also explore the possibility of serendipitous stellar occultations by very small minor bodies as a by-product of other JWST observing programs. Finally, to optimize the potential scientific return of stellar occultation observations, we identify several characteristics of JWST's orbit and instrumentation that should be taken into account during JWST's development.","['P. Santos-Sanz, R. G. French, N. Pinilla-Alonso, J. Stansberry, Z-Y. Lin, Z-W. Zhang, E. Vilenius, Th. Müller, J. L. Ortiz, F. Braga-Ribas, A. Bosh, R. Duffard, E. Lellouch, G. Tancredi, L. Young, S. N. Milam, the JWST occultations focus group.']",,arXiv,2015,10.1088/1538-3873/128/959/018011,astro-ph.EP,-1,0.0,Other
1559,axion dark matterinduced echo supernova remnants,"Axions are a theoretically promising dark matter (DM) candidate. In the presence of radiation from bright astrophysical sources at radio frequencies, nonrelativistic DM axions can undergo stimulated decay to two nearly back-to-back photons, meaning that bright sources of radio waves will have a counterimage (""gegenschein"") in nearly the exact opposite spatial direction. The counterimage will be spectrally distinct from backgrounds, taking the form of a narrow radio line centered at $\nu = m_a/4\pi$ with a width determined by Doppler broadening in the DM halo, $\Delta \nu/\nu \sim 10^{-3}$. In this work, we show that the axion decay-induced echoes of supernova remnants may be bright enough to be detectable. Their non-detection may be able to set the strongest limits to date on axion DM in the $\sim 1-10 \, \mu$eV mass range where there are gaps in coverage from existing experiments.","['Yitian Sun, Katelin Schutz, Anjali Nambrath, Calvin Leung, Kiyoshi Masui']",,arXiv,2021,10.1103/PhysRevD.105.063007,hep-ph,52,1.0,"supernova, supernova remnant, remnant, supernova remnants, remnants"
966,mott transition compound banaoso dftdmft study paw spinor projectors,"Spin-orbit coupling has been reported to be responsible for the insulating nature of the 5d$^1$ osmate double perovskite Ba$_2$NaOsO$_6$ (BNOO). However, whether spin-orbit coupling indeed drives the metal-to-insulator transition (MIT) in this compound is an open question. In this work we investigate the impact of relativistic effects on the electronic properties of BNOO via density functional theory plus dynamical mean-field theory calculations in the paramagnetic regime, where the insulating phase is experimentally observed. The correlated subspace is modeled with spinor projectors of the projector augumented wave method (PAW) employed in the Vienna Ab Initio Simulation Package (VASP), suitably interfaced with the TRIQS package. The inclusion of PAW spinor projectors in TRIQS enables the treatment of spin-orbit coupling effects fully ab-initio within the dynamical mean-field theory framework. In the present work, we show that spin-orbit coupling, although assisting the MIT in BNOO, is not the main driving force for its gapped spectra, placing this material in the Mott insulator regime. Relativistic effects primarily impact the correlated states' character, excitations, and magnetic ground-state properties.","['Dario Fiore Mosca, Hermann Schnait, Lorenzo Celiberti, Markus Aichhorn, Cesare Franchini']",,arXiv,2023,10.1016/j.commatsci.2023.112764,cond-mat.str-el,0,1.0,"metalinsulator, transition, metalinsulator transition, films, mott"
1006,scaledependent theory disordered electron liquid,"We review the scaling theory of disordered itinerant electrons with e-e interactions. We first show how to adjust the microscopic Fermi-liquid theory to the presence of disorder. Then we describe the non-linear sigma model (NLSM) with interactions (Finkel'stein's model). This model is closely connected to the Fermi liquid, but is more generally applicable, since it can also be viewed as a minimal effective functional describing disordered interacting electrons. Our discussion emphasizes the general structure of the theory, and the connection of the scaling parameters to conservation laws. We then move on to discuss the metal-insulator transition (MIT) in the disordered electron liquid in two and three dimensions. This MIT is a non-trivial example of a quantum phase transition. The NLSM approach allows to identify the dynamical exponent connecting the spatial and energy scales, which is central for the description of the kinetic and thermodynamic behavior in the critical region of the MIT in three dimensions. In two dimensions, the system can be discussed in terms of a flow in the disorder-interaction phase plane, which is controlled by a fixed point. We demonstrate that the two-parameter RG-equations accurately describe electrons in Si-MOSFETs including the observed non-monotonic behavior of the resistance and its strong drop at low temperatures. The theory can also be applied to systems with an attractive interaction in the Cooper channel, where it describes the suppression of superconductivity in disordered amorphous films. We extend our discussion to heat transport in the two-dimensional electron liquid. Similar to the electric conductivity, the thermal conductivity also acquires logarithmic corrections induced by electron interaction and disorder. The resulting thermal conductivity can be calculated in the NLSM formalism after introducing so-called gravitational potentials.","[""A. M. Finkel'stein, G. Schwiete""]",,arXiv,2023,10.1016/j.aop.2023.169260,cond-mat.str-el,-1,0.0,Other
983,understanding shooters shoot aipowered engine basketball performance profiling,"Understanding player shooting profiles is an essential part of basketball analysis: knowing where certain opposing players like to shoot from can help coaches neutralize offensive gameplans from their opponents; understanding where their players are most comfortable can lead them to developing more effective offensive strategies. An automatic tool that can provide these performance profiles in a timely manner can become invaluable for coaches to maximize both the effectiveness of their game plan as well as the time dedicated to practice and other related activities. Additionally, basketball is dictated by many variables, such as playstyle and game dynamics, that can change the flow of the game and, by extension, player performance profiles. It is crucial that the performance profiles can reflect the diverse playstyles, as well as the fast-changing dynamics of the game. We present a tool that can visualize player performance profiles in a timely manner while taking into account factors such as play-style and game dynamics. Our approach generates interpretable heatmaps that allow us to identify and analyze how non-spatial factors, such as game dynamics or playstyle, affect player performance profiles.","['Alejandro Rodriguez Pascual, Ishan Mehta, Muhammad Khan, Frank Rodriz, Rose Yu']",,arXiv,2023,,cs.LG,-1,0.0,Other
774,linear trimer formation threecenterfourelectron bonding rup,"In molecules like hydrogen, most chemical bonds are formed by sharing two electrons from each atom in the bonding molecular orbital (two-center-two-electron (2c2e) bonding). There are, however, different kinds of chemical bonding. The I3- molecule, for example, is noteworthy because three iodine atoms are linearly united by sharing four electrons (three-center-four-electron (3c4e) bonding). Some inorganic solids undergo phase transitions that result in the formation of ""molecules"" in their crystalline frameworks, which are often accompanied by dramatic changes in physical properties; the metal-to-insulator transition (MIT) in vanadium dioxide, for example, occurs with the formation of dimer molecules with 2c2e bonding. We repot the creation of a linear ruthenium trimer with 3c4e bonding in ruthenium monopnictide at its MIT. Charge transfer from polymerized phosphorous to ruthenium produces this unusual molecule, with all conduction electrons trapped by the bonding molecular orbital. Our results demonstrate that molecules are crucial even in solid crystals as they impact their electronic properties.","['Daigorou Hirai, Keita Kojima, Naoyuki Katayama, Mitsuaki Kawamura, Daisuke Nishio-Hamane, Zenji Hiroi']","J. Am. Chem. Soc. 2022, 144, 17857-17864",arXiv,2023,10.1021/jacs.2c06173,cond-mat.str-el,-1,0.0,Other
258,tracking nonlinear formation interfacial wave spectral cascade one many,"A hallmark of far-from-equilibrium systems is the emergence of a spectral cascade, where energy is transferred across length-scales following a simple power law. The universal nature of this phenomenon has led to advances in a range of disciplines, including climate forecasting, foreign exchange trading, and the modelling of neurological activity. For many diverse far-from-equilibrium scenarios, the scaling laws of steady states have been successfully predicted by the statistical theory of weak wave turbulence, originally developed by considering the leading order interactions between waves on a fluid surface. However, the predictive power of weak wave turbulence breaks down in the presence of large amplitudes, high dissipation, and finite-size effects. We offer new insight into these regimes by experimentally tracking the formation of a spectral cascade under these conditions in an externally driven fluid-fluid interface. We resolve individual wave modes and observe their time evolution from one to few to many, a process culminating in a steady state with a spectral density characterised by a power-law scaling. Our findings confirm that interfacial dynamics can be effectively modelled by a weakly nonlinear Lagrangian theory, a predictive framework encompassing both underlying wave interaction and emergent behaviours of the system. Such nonlinear interactions are experimentally quantified through statistical correlations, revealing a hierarchy in wave-mixing order that confirms a key assumption of weak wave turbulence. The Lagrangian formulation further aids our time-evolution analysis; specific interactions are tracked through time, and we predict the timescale until a cascade emerges. Our findings are transferable to other far-from-equilibrium systems, which we demonstrate by providing a mapping to reheating scenarios following cosmic inflation in the early Universe.","['Sean M. D. Gregory, Silvia Schiattarella, Vitor S. Barroso, David I. Kaiser, Anastasios Avgoustidis, Silke Weinfurtner']",,arXiv,2024,,gr-qc,-1,0.0,Other
6673,correlations lowfrequency qpos spectral parameters xte gro,"Utilizing observations obtained with the Rossi X-ray Timing Explorer, we examine correlations between the properties of 0.08-22 Hz variable frequency QPOs and the X-ray spectral parameters for the black hole candidates XTE J1550-564 and GRO J1655-40. The spectra were fitted to a model including a multi-temperature blackbody disk and a power-law component. We find that the QPO frequency and amplitude are well correlated with the spectral parameters, although the correlations found for XTE J1550-564 are generally opposite to those for GRO J1655-40. There is one exeption: Both sources exhibit a general increase in the QPO frequency as the disk flux increases (or as the mass accretion rate through the disk increases). In addition, these QPOs are observed only when the power-law component contributes more than 20% of the 2-20 keV flux, which indicates that both the disk and the power-law components are linked to the QPO phenomenon.","['Gregory J. Sobczak, Jeffrey E. McClintock, Ronald A. Remillard, Wei Cui, Alan M. Levine, Edward H. Morgan, Jerome A. Orosz, Charles D. Bailyn']",,arXiv,1999,10.1086/308463,astro-ph,90,1.0,"qpo, khz qpo, khz, qpos, qpo frequencies"
7208,quark confinement cperiodic cylinders temperatures,"Due to the Gauss law, a single quark cannot exist in a periodic volume, while it can exist with C-periodic boundary conditions. In a C-periodic cylinder of cross section A = L_x L_y and length L_z >> L_x, L_y containing deconfined gluons, regions of different high temperature Z(3) phases are aligned along the z-direction, separated by deconfined- deconfined interfaces. In this geometry, the free energy of a single static quark diverges in proportion to L_z. Hence, paradoxically, the quark is confined, although the temperature T is larger than T_c. At T around T_c, the confined phase coexists with the three deconfined phases. The deconfined-deconfined interfaces can be completely or incompletely wet by the confined phase. The free energy of a quark behaves differently in these two cases. In contrast to claims in the literature, our results imply that deconfined-deconfined interfaces are not Euclidean artifacts, but have observable consequences in a system of hot gluons.","['K. Holland, U. -J. Wiese']",Phys.Lett. B415 (1997) 179-185,arXiv,1997,10.1016/S0370-2693(97)01237-9,hep-lat,-1,0.0,Other
7642,correlations renormalization lattice gases,"A complete formulation is given of an exact kinetic theory for lattice gases. This kinetic theory makes possible the calculation of corrections to the usual Boltzmann / Chapman-Enskog analysis of lattice gases due to the buildup of correlations. It is shown that renormalized transport coefficients can be calculated perturbatively by summing terms in an infinite series. A diagrammatic notation for the terms in this series is given, in analogy with the diagrammatic expansions of continuum kinetic theory and quantum field theory. A closed-form expression for the coefficients associated with the vertices of these diagrams is given. This method is applied to several standard lattice gases, and the results are shown to correctly predict experimentally observed deviations from the Boltzmann analysis.","['Bruce M. Boghosian, Washington Taylor']",,arXiv,1994,10.1103/PhysRevE.52.510,comp-gas,-1,0.0,Other
6540,perturbative renormalization first two moments nonsinglet quark distributions overlap fermions,"Using the overlap-Dirac operator proposed by Neuberger, we have computed in lattice QCD the one-loop renormalization factors of ten operators which measure the lowest two moments of unpolarized and polarized non-singlet quark distributions. These factors are necessary to extract physical numbers from Monte Carlo simulations made with overlap fermions.   An exact chiral symmetry is maintained in all our results, and the renormalization constants of corresponding unpolarized and polarized operators which differ by a $\gamma_5$ matrix have the same value. We have considered two lattice representations for each continuum operator. The computations have been carried out using the symbolic language FORM, in a general covariant gauge. In some simple cases they have also been checked by hand.",['Stefano Capitani'],Nucl.Phys. B592 (2001) 183-202,arXiv,2000,10.1016/S0550-3213(00)00576-9,hep-lat,-1,0.0,Other
7423,changes string coupling,"In general bosonic closed string backgrounds the ghost-dilaton is not the only state in the semi-relative BRST cohomology that can change the dimensionless string coupling. This fact is used to establish complete dilaton theorems in closed string field theory. The ghost-dilaton, however, is the crucial state: for backgrounds where it becomes BRST trivial we prove that the string coupling becomes an unobservable parameter of the string action. For backgrounds where the matter CFT includes free uncompactified bosons we introduce a refined BRST problem by including the zero-modes ""x"" of the bosons as legal operators on the complex. We argue that string field theory can be defined on this enlarged complex and that its BRST cohomology captures accurately the notion of a string background. In this complex the ghost-dilaton appears to be the only BRST-physical state changing the string coupling.","['Alexander Belopolsky, Barton Zwiebach']",Nucl.Phys. B472 (1996) 109-138,arXiv,1995,10.1016/0550-3213(96)00203-9,hep-th,8,0.8320637629478753,"string, string field, field theory, tachyon, field"
1321,electronic band structure tio thin films studied angleresolved photoemission spectroscopy,"Ti2O3 exhibits a unique metal-insulator transition (MIT) at approximately 450 K over a wide temperature range of ~ 150 K. This broad MIT accompanied by lattice deformation differs from the sharp MITs observed in most other transition-metal oxides. A long-standing issue is determining the role of electron-electron correlation in the electronic structure and MIT of Ti2O3. However, the lack of information about the band structure of Ti2O3 has hindered investigating the origin of its unusual physical properties. Here, we report the electronic band structure of insulating Ti2O3 films with slight hole doping by angle-resolved photoemission spectroscopy (ARPES). ARPES showed clear band dispersion on the surface of single-crystalline epitaxial films. The experimentally obtained band structures were compared with band-structure calculation results based on density functional theory (DFT) with generalized gradient approximation + U correction. The obtained band structures are in good agreement with the DFT calculations at U = 2.2 eV, suggesting that electron-electron correlation plays an important role in the electronic structure of Ti2O3. Furthermore, the detailed analyses with varying U suggest that the origin of the characteristic MIT in Ti2O3 is a semimetal-semimetal or semimetal-semiconductor transition caused by changes in the Fermi surface due to lattice deformation.","['Naoto Hasegawa, Kohei Yoshimatsu, Daisuke Shiga, Tatsuhiko Kanda, Satoru Miyazaki, Miho Kitamura, Koji Horiba, Hiroshi Kumigashira']",,arXiv,2022,10.1103/PhysRevB.105.235137,cond-mat.str-el,0,1.0,"metalinsulator, transition, metalinsulator transition, films, mott"
1181,buchdahl quark stars within theory,"In the present paper, authors study the strange stars with the MIT Bag EoS admitting Buchdahl symmetry (non-singular and physically viable metric potential) in the both linear $f(Q)=aQ+b$ and non-linear $f(Q)=Q+aQ^b$ forms of modified symmetric teleparallel gravitation. In order to obtain the correct form of Buchdahl metric coefficients, they matched interior strange star spacetime with the exterior Schwarzschild vacuum spacetime. As a strange star candidate, PSRJ1416-2230 has been used with mass $M=1.69M_\odot$ and radius $R=9.69R_\odot$. For either linear and non-linear $f(Q)$ gravities, they probed Null, Dominant and Strong Energy Conditions as well as the radial, tangential Equation of State (EoS), gradients of the perfect fluid energy-momentum tensor elements, Tolman-Oppenheimer-Volkoff equilibrium condition, relativistic adiabatic index and causality conditions, surface redshift. It was found that strange stars in the linear and non-linear $f(Q)$ gravity show physically viable behavior, respect energy and causality conditions, has EoS in the bounds $0\leq\omega\leq1$ and surface redshift does not exceed 2, as expected.","['Oleksii Sokoliuk, Sneha Pradhan, P. K. Sahoo, Alexander Baransky']","Eur. Phys. J. Plus, 137 (2022) 1077",arXiv,2022,10.1140/epjp/s13360-022-03273-7,gr-qc,21,1.0,"quark, strange quark, quark stars, strange, stars"
6046,searching slater transition pyrochlore cdoso infrared spectroscopy,"Infrared reflectance measurements were made on the single crystal pyrochlore Cd$_{2}$Os$_{2}$O$_{7}$ in order to examine the transformations of the electronic structure and crystal lattice across the boundary of the metal insulator transition at $T_{MIT}=226K$. All predicted IR active phonons are observed in the conductivity over all temperatures and the oscillator strength is found to be temperature independent. These results indicate that charge ordering plays only a minor role in the MIT and that the transition is strictly electronic in nature. The conductivity shows the clear opening of a gap with $2\Delta=5.2k_{B}T_{MIT}$. The gap opens continuously, with a temperature dependence similar to that of BCS superconductors, and the gap edge having a distinct $\sigma(\omega)\thicksim\omega^{1/2}$ dependence. All of these observables support the suggestion of a Slater transition in Cd$_{2}% $Os$_{2}$O$_{7}$.","['W. J. Padilla, D. N. Basov, D. Mandrus']",,arXiv,2002,10.1103/PhysRevB.66.035120,cond-mat.str-el,0,0.831322277647729,"metalinsulator, transition, metalinsulator transition, films, mott"
6739,exact triangles seibergwitten floer theory part geometric limits flow lines,This is the second part of the proof of the exact traiangles in Seiberg-Witten Floer theory. We analyse the splitting and gluing of flow lines of the Chern-Simons-Dirac functional when the underlying three-manifold splits along a torus. (two corrections added),"['Matilde Marcolli, Bai-Ling Wang']",,arXiv,1999,,math.DG,-1,0.0,Other
6200,temperaturedependent relaxation times trapped bosecondensed gas,"Explicit expressions for all the transport coefficients have recently been found for a trapped Bose condensed gas at finite temperatures. These transport coefficients are used to define the characteristic relaxation times, which determine the crossover between the mean-field collisionless and the two-fluid hydrodynamic regime. These relaxation times are evaluated as a function of the position in the trap potential. We show that all the relaxation times are dominated by the collisions between the condensate and the non-condensate atoms, and are much smaller than the standard classical collision time used in most of the current literature. The 1998 MIT study of the collective modes at finite temperature is shown to have been well within the two-fluid hydrodynamic regime.","['T. Nikuni, A. Griffin']",,arXiv,2001,10.1103/PhysRevA.65.011601,cond-mat.stat-mech,32,0.2237702563115897,"boseeinstein, boseeinstein condensates, condensate, condensates, bose"
2940,discrete wavelet transform based algorithm recognition qrs complexes,"This paper proposes the application of Discrete Wavelet Transform (DWT) to detect the QRS (ECG is characterized by a recurrent wave sequence of P, QRS and T-wave) of an electrocardiogram (ECG) signal. Wavelet Transform provides localization in both time and frequency. In preprocessing stage, DWT is used to remove the baseline wander in the ECG signal. The performance of the algorithm of QRS detection is evaluated against the standard MIT BIH (Massachusetts Institute of Technology, Beth Israel Hospital) Arrhythmia database. The average QRS complexes detection rate of 98.1 % is achieved.","['Rachid Haddadi, Elhassane Abdelmounim, Mustapha El Hanine, Abdelaziz Belaguid']","World of Computer Science and Information Technology Journal
  (WCSIT) ; ISSN: 2221-0741; Vol. 4, No. 9, 127-132, 2014",arXiv,2017,,cs.CV,5,0.9000278921403334,"ecg, classification, arrhythmia, convolutional, using"
958,genphys physical processes generative models,"Since diffusion models (DM) and the more recent Poisson flow generative models (PFGM) are inspired by physical processes, it is reasonable to ask: Can physical processes offer additional new generative models? We show that the answer is yes. We introduce a general family, Generative Models from Physical Processes (GenPhys), where we translate partial differential equations (PDEs) describing physical processes to generative models. We show that generative models can be constructed from s-generative PDEs (s for smooth). GenPhys subsume the two existing generative models (DM and PFGM) and even give rise to new families of generative models, e.g., ""Yukawa Generative Models"" inspired from weak interactions. On the other hand, some physical processes by default do not belong to the GenPhys family, e.g., the wave equation and the Schr\""{o}dinger equation, but could be made into the GenPhys family with some modifications. Our goal with GenPhys is to explore and expand the design space of generative models.","['Ziming Liu, Di Luo, Yilun Xu, Tommi Jaakkola, Max Tegmark']",,arXiv,2023,,cs.LG,27,0.8083407270893668,"lattice field, lattice, sampling, flowbased, lattice gauge"
6303,open string field theory without open strings,"Witten's cubic open string field theory is expanded around the perturbatively stable vacuum, including all scalar fields at levels 0, 2, 4 and 6. The (approximate) BRST cohomology of the theory is computed, giving strong evidence for the absence of physical open string states in this vacuum.","['Ian Ellwood, Washington Taylor']",Phys.Lett. B512 (2001) 181-188,arXiv,2001,10.1016/S0370-2693(01)00673-6,hep-th,8,1.0,"string, string field, field theory, tachyon, field"
4099,gsc sgr wideseparation companion close tauri binary system sgr,"We explore the possibility that GSC 07396-00759 (spectral type M1e) is a widely separated (~2.82', or projected separation ~12,350 AU) companion to the ""old"" (age ~12 Myr) classical T Tauri binary system V4046 Sgr AB, as suggested by the proximity and similar space motions of the two systems. If the two systems are equidistant and coeval, then GSC 07396--00759, like V4046 Sgr AB, must be a spectroscopic binary with nearly equal-mass components, and V4046 Sgr must be at least ~8 Myr old. Analysis of a serendipitous Chandra X-ray gratings spectrum and light curve as well as XMM-Newton light curves and CCD spectra of GSC 07396-00759 obtained during long exposures targeting V4046 Sgr AB reveals a relatively hard (T_X ~ 10^7 K) X-ray spectrum, strong flaring, and relatively low-density plasma. These X-ray characteristics of GCS 07396--00759 are indicative of a high level of coronal activity, consistent with its apparent weak-lined T Tauri star status. Interactions between V4046 Sgr AB and GCS 07396-00759 when the two systems were more closely bound may be responsible for (a) their dissolution ~10^6 yr ago, (b) the present tight, circular orbit of V4046 Sgr AB, and (c) the persistence of the gaseous circumbinary disk still orbiting V4046 Sgr AB.","['J. H. Kastner, G. G. Sacco, R. Montez Jr., D. P. Huenemoerder, H. Shi, E. Alecian, C. Argiroffi, M. Audard, J. Bouvier, F. Damiani, J. -F. Donati, S. G. Gregory, M. Güdel, G. A. J. Hussain, A. Maggio, T. Montmerle']",,arXiv,2011,10.1088/2041-8205/740/1/L17,astro-ph.SR,-1,0.0,Other
5822,pressureinduced simultaneous metalinsulator structuralphase transitions lih quasiparticle study,"A pressure-induced simultaneous metal-insulator transition (MIT) and structural-phase transformation in lithium hydride with about 1% volume collapse has been predicted by means of the local density approximation (LDA) in conjunction with an all-electron GW approximation method. The LDA wrongly predicts that the MIT occurs before the structural phase transition. As a byproduct, it is shown that only the use of the generalized-gradient approximation together with the zero-point vibration produces an equilibrium lattice parameter, bulk modulus, and an equation of state that are in excellent agreement with experimental results.","['S. Lebègue, M. Alouani, B. Arnaud, W. E. Pickett']",,arXiv,2003,10.1209/epl/i2003-00562-1,cond-mat.mtrl-sci,0,1.0,"metalinsulator, transition, metalinsulator transition, films, mott"
6902,study instanton contributions moments nucleon spindependent structure functions,"Instantons are the natural mechanism in non-perturbative QCD to remove helicity from valence quarks and transfer it to gluons and quark-antiquark pairs. To understand the extent to which instantons explain the so-called ""spin crisis"" in the nucleon, we calculate moments of spin-dependent structure functions in quenched QCD and compare them with the results obtained with cooled configurations from which essentially all gluon contributions except instantons have been removed. Preliminary results are presented.","['D. Dolgov, R. Brower, J. W. Negele, A. Pochinsky']","Nucl.Phys.Proc.Suppl.73:300-302,1999",arXiv,1998,10.1016/S0920-5632(99)85054-3,hep-lat,19,0.9696477176811896,"nucleon, structure functions, functions, structure, nucleons"
